System,Facility,CCN,State,State_full,County,City,Zip,Profit Status,Status,Lat,Long
LifePoint,Frye Regional Medical Center,340116,NC,North Carolina,Catawba County,Hickory,28601,For profit,2018,35.77253,-81.32637
LifePoint,Swain Community Hospital,341305,NC,North Carolina,Swain County,Bryson City,28713,For profit,2018,35.36935,-83.50255
LifePoint,Haywood Regional Medical Center,340184,NC,North Carolina,Haywood County,Clyde,28721,For profit,2018,35.64802,-82.95111
LifePoint,Harris Regional Hospital,340016,NC,North Carolina,Jackson County,Sylva,28779,For profit,2018,35.35523,-83.21137
LifePoint,Providence Health,420026,SC,South Carolina,Richland County,Columbia,29204,For profit,2017,34.02924,-81.00063
LifePoint,Rockdale Medical Center,blank,GA,Georgia,Rockdale County,Conyers,30012,For profit,Future Prospects: 2020,33.71884,-83.99866
LifePoint,Putnam Community Medical Center,blank,FL,Florida,Putnam County,Palatka,32177,For profit,Future Prospects: 2020,29.69121,-81.71137
LifePoint,Lakeland Community Hospital,blank,AL,Alabama,Winston County,Haleyville,35565,For profit,Future Prospects: 2020,34.23414,-87.55886
LifePoint,Northwest Medical Center,blank,AL,Alabama,Marion County,Winfield,35594,For profit,Future Prospects: 2020,33.92969,-87.77212
LifePoint,Russellville Hospital,blank,AL,Alabama,Franklin County,Russellville,35653,For profit,Future Prospects: 2020,34.51688,-87.87134
LifePoint,Vaughan Regional Medical Center,blank,AL,Alabama,Dallas County,Selma,36701,For profit,Future Prospects: 2020,32.47679,-87.05709
LifePoint,Riverview Regional Medical Center,441307,TN,Tennessee,Smith,Carthage,37030,For profit,2019,36.27438,-85.95257
LifePoint,Sumner Regional Medical Center,440003,TN,Tennessee,Sumner,Gallatin,37066,For profit,2019,36.39872,-86.45526
LifePoint,Trousdale Medical Center,441301,TN,Tennessee,Trousdale,Hartsville,37074,For profit,2019,36.41898,-86.14427
LifePoint,Starr Regional Medical Center - Athens,440068,TN,Tennessee,McMinn,Athens,37303,For profit,2019,35.4407,-84.64319
LifePoint,Starr Regional Medical Center - Etowah,–,TN,Tennessee,McMinn,Etowah,37331,For profit,2019,35.31937,-84.53023
LifePoint,Southern Tennessee Reigonal Health System - Sewanee,–,TN,Tennessee,Franklin,Sewanee,37375,For profit,2019,35.15429,-85.89182
LifePoint,Southern Tennessee Medical Center,blank,TN,Tennessee,Franklin County,Winchester,37398,For profit,Future Prospects: 2020,35.18375,-86.14486
LifePoint,Southern Tennessee Regional Health System - Winchester,440058,TN,Tennessee,Franklin,Winchester,37398,For profit,2019,35.18375,-86.13486
LifePoint,Southern Tennessee Regional Health System - Lawrenceburg,440175,TN,Tennessee,Lawrence,Lawrenceburg,38464,For profit,2019,35.2867,-87.42956
LifePoint,Southern Tennessee Regional Health System - Pulaski,440020,TN,Tennessee,Giles,Pulaski,38478,For profit,2019,35.21489,-87.01128
LifePoint,Livingston Regional Hospital,440187,TN,Tennessee,Overton,Livingston,38570,For profit,2019,36.37413,-85.32084
LifePoint,Bolivar Medical Center,blank,MS,Mississippi,Bolivar County,Cleveland,38732,For profit,Future Prospects: 2020,33.75623,-90.7275
LifePoint,Spring View Hospital,blank,KY,Kentucky,Marion County,Lebanon,40033,For profit,Future Prospects: 2020,37.55846,-85.23808
LifePoint,Georgetown Community Hospital,blank,KY,Kentucky,Scott County,Georgetown,40324,For profit,Future Prospects: 2020,38.24674,-84.55326
LifePoint,Bourbon Community Hospital,blank,KY,Kentucky,Bourbon County,Paris,40361,For profit,Future Prospects: 2020,38.20598,-84.2273
LifePoint,Bluegrass Community Hospital,blank,KY,Kentucky,Woodford County,Versailles,40383,For profit,Future Prospects: 2020,38.01264,-84.73985
LifePoint,Clark Regional Medical Center,blank,KY,Kentucky,Clark County,Winchester,40391,For profit,Future Prospects: 2020,37.96943,-84.14517
LifePoint,Fleming County Hospital,blank,KY,Kentucky,Fleming County,Flemingsburg,41041,For profit,Future Prospects: 2020,38.40895,-83.72604
LifePoint,Meadowview Regional Medical Center,blank,KY,Kentucky,Mason County,Maysville,41056,For profit,Future Prospects: 2020,38.60007,-83.77847
LifePoint,Jackson Purchase Medical Center,blank,KY,Kentucky,Graves County,Mayfield,42066,For profit,Future Prospects: 2020,36.73285,-88.63942
LifePoint,Logan Memorial Hospital,blank,KY,Kentucky,Logan County,Russellville,42276,For profit,Future Prospects: 2020,36.85711,-86.88076
LifePoint,Lake Cumberland Regional Hospital,blank,KY,Kentucky,Pulaski County,Somerset,42503,For profit,Future Prospects: 2020,37.15642,-84.52524
LifePoint,Scott Memorial Hospital,blank,IN,Indiana,Scott County,Scottsburg,47170,For profit,Future Prospects: 2020,38.68491,-85.8436
LifePoint,Marquette General Hospital,blank,MI,Michigan,Marquette County,Marquette,49855,For profit,Future Prospects: 2020,46.57441,-87.46659
LifePoint,Western Plains Medical Complex,blank,KS,Kansas,Ford County,Dodge City,67801,For profit,Future Prospects: 2020,37.72528,-100.05496
LifePoint,River Parishes Hospital,blank,LA,Louisiana,St. John the Baptist Parish,LaPlace,70068,For profit,Future Prospects: 2020,30.13453,-90.43478
LifePoint,Teche Regional Medical Center,blank,LA,Louisiana,St. Mary Parish,Morgan City,70380,For profit,Future Prospects: 2020,29.7218,-91.11652
LifePoint,Minden Medical Center,blank,LA,Louisiana,Webster Parish,Minden,71055,For profit,Future Prospects: 2020,32.67249,-93.29812
LifePoint,Palestine Regional Medical Center,blank,TX,Texas,Anderson County,Palestine,75801,For profit,Future Prospects: 2020,31.73458,-95.53316
LifePoint,Parkview Regional Hospital,blank,TX,Texas,Limestone County,Mexia,76667,For profit,Future Prospects: 2020,31.65532,-96.46855
LifePoint,St. Joseph Regional Medical Center,130003,ID,Idaho,Nez Perce,Lewiston,83501,For profit,2019,46.20696,-116.89129
LifePoint,Ashley Regional Medical Center,blank,UT,Utah,Uintah County,Vernal,84078,For profit,Future Prospects: 2020,40.62969,-109.48291
LifePoint,Castleview Hospital,blank,UT,Utah,Carbon County,Price,84501,For profit,Future Prospects: 2020,39.547,-110.76031
LifePoint,Los Alamos Medical Center,blank,NM,New Mexico,Los Alamos County,Los Alamos,87544,For profit,Future Prospects: 2020,35.84231,-106.29078
LifePoint,Northeastern Nevada Regional Hospital,blank,NV,Nevada,Elko County,Elko,89801,For profit,Future Prospects: 2020,41.24908,-115.75892
Mercy,Mercy Clayton and Clarkson,–,MO,Missouri,St. Louis County,Ballwin,63011,Non-profit,2011-2016,38.6037,-90.55919
Mercy,Mercy Rehabilitation Hospital St. Louis,–,MO,Missouri,St. Louis County,Chesterfield,63017,Non-profit,2011-2016,38.65104,-90.54142
Mercy,Mercy Hospital Jefferson,260023,MO,Missouri,Jefferson County,Crystal City,63019,Non-profit,2011-2016,38.22874,-90.37672
Mercy,Mercy Surgery Center,–,MO,Missouri,Jefferson County,Festus,63028,Non-profit,2011-2016,38.14637,-90.39567
Mercy,Mercy Hospital Washington,260052,MO,Missouri,Franklin County,Washington,63090,Non-profit,2011-2016,38.53099,-91.05345
Mercy,Mercy Patients First Drive,–,MO,Missouri,Franklin County,Washington,63090,Non-profit,2011-2016,38.53099,-91.04345
Mercy,Mercy Heart and Vascular Hospital St. Louis,–,MO,Missouri,St. Louis County,St. Louis,63141,Non-profit,2011-2016,38.65829,-90.46318
Mercy,Mercy Hospital St. Louis,260020,MO,Missouri,St. Louis County,St. Louis,63141,Non-profit,2011-2016,38.65829,-90.45318
Mercy,Mercy Hospital Joplin,260001,MO,Missouri,Jasper County,Joplin,64804,Non-profit,2011-2016,37.0209,-94.50993
Mercy,Mercy McCune-Brooks Hospital,261338,MO,Missouri,Jasper County,Carthage,64836,Non-profit,2011-2016,37.18744,-94.28786
Mercy,Mercy Rolla,–,MO,Missouri,Phelps County,Rolla,65401,Non-profit,2011-2016,37.90464,-91.76536
Mercy,Mercy Hospital Lebanon,260059,MO,Missouri,Laclede County,Lebanon,65536,Non-profit,2011-2016,37.68624,-92.64574
Mercy,Mercy St. Francis Hospital,261335,MO,Missouri,Howell County,Mountain View,65548,Non-profit,2011-2016,37.01445,-91.71494
Mercy,Mercy Hospital Aurora,261316,MO,Missouri,Lawrence County,Aurora,65605,Non-profit,2011-2016,36.88356,-93.69189
Mercy,Mercy Hospital Cassville,261317,MO,Missouri,Barry County,Cassville,65625,Non-profit,2011-2016,36.67461,-93.8147
Mercy,Mercy Orthopedic Hospital Springfield,–,MO,Missouri,Christian County,Ozark,65721,Non-profit,2011-2016,36.9801,-93.21018
Mercy,Mercy Hospital Springfield,260065,MO,Missouri,Greene County,Springfield,65804,Non-profit,2011-2016,37.14924,-93.25766
Mercy,Mercy Rehabilitation Hospital Springfield,–,MO,Missouri,Greene County,Springfield,65804,Non-profit,2011-2016,37.14924,-93.24766
Mercy,Mercy Hospital Fort Scott,170058,KS,Kansas,Bourbon County,Fort Scott,66701,Non-profit,2011-2016,37.82353,-94.76156
Mercy,Mercy Maude Norton Hospital,171308,KS,Kansas,Cherokee County,Columbus,66725,Non-profit,2011-2016,37.16032,-94.89053
Mercy,Mercy Hospital Independence,170010,KS,Kansas,Montgomery County,Independence,67301,Non-profit,2011-2016,37.20891,-95.7534
Mercy,Mercy Hospital Berryville,41329,AR,Arkansas,Carroll County,Berryville,72616,Non-profit,2011-2016,36.34291,-93.5564
Mercy,Mercy Hospital Northwest Arkansas,40010,AR,Arkansas,Benton County,Rogers,72758,Non-profit,2011-2016,36.29972,-94.13837
Mercy,Mercy Hospital Paris,41300,AR,Arkansas,Logan County,Paris,72855,Non-profit,2011-2016,35.25288,-93.67869
Mercy,Mercy Hospital Fort Smith,40062,AR,Arkansas,Sebastian County,Fort Smith,72903,Non-profit,2011-2016,35.35138,-94.36531
Mercy,Mercy Orthopedic Hospital Fort Smith,–,AR,Arkansas,Sebastian County,Fort Smith,72903,Non-profit,2011-2016,35.35138,-94.35531
Mercy,Mercy Hospital Booneville,41318,AR,Arkansas,Logan County,Booneville,72927,Non-profit,2011-2016,35.07484,-93.93656
Mercy,Mercy Hospital Ozark,41303,AR,Arkansas,Franklin County,Ozark,72949,Non-profit,2011-2016,35.57712,-93.80774
Mercy,Mercy Hospital Waldron,41305,AR,Arkansas,Scott County,Waldron,72958,Non-profit,2011-2016,34.90485,-94.12455
Mercy,Mercy Edmond I-35,–,OK,Oklahoma,Oklahoma County,Edmond,73013,Non-profit,2011-2016,35.61946,-97.4812
Mercy,Mercy Hospital El Reno,370011,OK,Oklahoma,Canadian County,El Reno,73036,Non-profit,2011-2016,35.50998,-97.9596
Mercy,Mercy Hospital Logan County,371317,OK,Oklahoma,Logan County,Guthrie,73044,Non-profit,2011-2016,35.8632,-97.42483
Mercy,Mercy Hospital Oklahoma City,370013,OK,Oklahoma,Oklahoma County,Oklahoma City,73120,Non-profit,2011-2016,35.58046,-97.57224
Mercy,Mercy Rehabilitation Hospital Oklahoma City,–,OK,Oklahoma,Oklahoma County,Oklahoma City,73142,Non-profit,2011-2016,35.61379,-97.64242
Mercy,Mercy Hospital Ardmore,370047,OK,Oklahoma,Carter County,Ardmore,73401,Non-profit,2011-2016,34.20309,-97.11484
Mercy,Mercy Hospital Healdton,371310,OK,Oklahoma,Carter County,Healdton,73438,Non-profit,2011-2016,34.28646,-97.49945
Mercy,Mercy Hospital Tishomingo,371304,OK,Oklahoma,Johnston County,Tishomingo,73460,Non-profit,2011-2016,34.2871,-96.66144
Mercy,Mercy Hospital Kingfisher,371313,OK,Oklahoma,Kingfisher County,Kingfisher,73750,Non-profit,2011-2016,35.85545,-97.95233
Mercy,Mercy Hospital Watonga,371302,OK,Oklahoma,Blaine County,Watonga,73772,Non-profit,2011-2016,35.86021,-98.4268
Mercy,Mercy Hospital Ada,370020,OK,Oklahoma,Pontotoc County,Ada,74820,Non-profit,2011-2016,34.78899,-96.71076
Mercy - Chicago,Mercy Hospital & Medical Center,140158,IL,Illinois,Cook County,Chicago,60616,Non-profit,2018,41.85022,-87.62721
Mercy - Chicago,Mercy Medical Group at Dearborn Station,–,IL,Illinois,Cook County,Chicago,60605,Non-profit,2018,41.86684,-87.62483
Mercy - Chicago,MercyWorks at Dearborn Station,–,IL,Illinois,Cook County,Chicago,60605,Non-profit,2018,41.86684,-87.61483
Mercy - Chicago,Mercy Medical Group in Bridgeport,–,IL,Illinois,Cook County,Chicago,60609,Non-profit,2018,41.81252,-87.65565
Mercy - Chicago,Lakefront Bariatrics of Chicago,–,IL,Illinois,Cook County,Chicago,60616,Non-profit,2018,41.84875553,-87.62367447
Mercy - Chicago,Mercy Medical Group at Mercy Hospital,–,IL,Illinois,Cook County,Chicago,60616,Non-profit,2018,41.84875553,-87.63074553
Mercy - Chicago,Mercy Medical Group in Chinatown,–,IL,Illinois,Cook County,Chicago,60616,Non-profit,2018,41.84522,-87.63221
Mercy - Chicago,Mercy Medical Group on Michigan,–,IL,Illinois,Cook County,Chicago,60616,Non-profit,2018,41.84168447,-87.63074553
Mercy - Chicago,Mercy Medical Group Specialty Center,–,IL,Illinois,Cook County,Chicago,60616,Non-profit,2018,41.84022,-87.62721
Mercy - Chicago,Mercy Rostenkowski Outpatient Surgery Center,–,IL,Illinois,Cook County,Chicago,60616,Non-profit,2018,41.84168447,-87.62367447
Mercy - Chicago,Women's Health Center,–,IL,Illinois,Cook County,Chicago,60616,Non-profit,2018,41.84522,-87.62221
Mercy - Chicago,Mercy Medical Group in Chatham,–,IL,Illinois,Cook County,Chicago,60619,Non-profit,2018,41.74373,-87.60549
Mercy - Chicago,Mercy mMedical Group on Pulaski & 55th,–,IL,Illinois,Cook County,Chicago,60629,Non-profit,2018,41.77567,-87.71676
Mercy - Chicago,MercyWorks at Pulaski & 55th,–,IL,Illinois,Cook County,Chicago,60629,Non-profit,2018,41.77567,-87.70676
Mercy - Chicago,Mercy Medical Group on Pulaski & 43rd,–,IL,Illinois,Cook County,Chicago,60632,Non-profit,2018,41.81133,-87.71335
Mercy - Chicago,Mercy Medical Group at Oakwood Shores,–,IL,Illinois,Cook County,Chicago,60653,Non-profit,2018,41.81925,-87.61008
Mosaic Life Care,Endocrinology Services at Clarinda Regional Health Center,161352,IA,Iowa,Page County,Clarinda,51632,-,2018,40.74689,-95.04959
Mosaic Life Care,Family Care at Albany Clinic East,–,MO,Missouri,Gentry County,Albany,64402,-,2018,40.25757,-94.33289
Mosaic Life Care,Mosaic Life Care Services at Northwest Medical Center,261328,MO,Missouri,Gentry County,Albany,64402,-,2018,40.25757,-94.32289
Mosaic Life Care,Cardiology Services at Harrison County Community Hospital,261312,MO,Missouri,Harrison County,Bethany,64424,-,2018,40.26676013,-94.03346
Mosaic Life Care,Endocrinology Services at Harrison County Community Hospital,–,MO,Missouri,Harrison County,Bethany,64424,-,2018,40.26676013,-94.03846
Mosaic Life Care,Neurology Services at Harrison County Community Hospital,–,MO,Missouri,Harrison County,Bethany,64424,-,2018,40.26243,-94.04096
Mosaic Life Care,Pain Management Services at Harrison County Community Hospital,–,MO,Missouri,Harrison County,Bethany,64424,-,2018,40.25809987,-94.03846
Mosaic Life Care,Rheumatology Services at Harrison County Community Hospital,–,MO,Missouri,Harrison County,Bethany,64424,-,2018,40.25809987,-94.03346
Mosaic Life Care,Women's Health Services at Harrison county Community Hospital,–,MO,Missouri,Harrison County,Bethany,64424,-,2018,40.26243,-94.03096
Mosaic Life Care,Mosaic Life Care at Cameron - Family Care,–,MO,Missouri,Clinton County,Cameron,64429,-,2018,39.73473,-94.23287
Mosaic Life Care,Mosaic Life Care Services at Cameron Regional Medical Center,260057,MO,Missouri,Clinton County,Cameron,64429,-,2018,39.73473,-94.22287
Mosaic Life Care,Family Care at Grant City Clinic,–,MO,Missouri,Worth County,Grant City,64456,-,2018,40.48962,-94.38705
Mosaic Life Care,Family Care at New Hampton Rural Health Clinic,–,MO,Missouri,Harrison County,New Hampton,64471,-,2018,40.25602,-94.19423
Mosaic Life Care,"Cancer Care at Maryville, MO",260050,MO,Missouri,Worth County,Maryville,64486,-,2018,40.53298916,-94.61553255
Mosaic Life Care,Cardiology Services at St. Francis Hospital and Health Services,–,MO,Missouri,Worth County,Maryville,64486,-,2018,40.53395464,-94.61976261
Mosaic Life Care,"Ear, Nose and Throat (ENT) Services at St. Francis Hospital and Health Services",–,MO,Missouri,Worth County,Maryville,64486,-,2018,40.53124942,-94.62315484
Mosaic Life Care,Neurology Services at St. Francis Hospital and Health Services,–,MO,Missouri,Worth County,Maryville,64486,-,2018,40.52691058,-94.62315484
Mosaic Life Care,Neurosurgery Services at St. Francis Hospital and Health Services,–,MO,Missouri,Worth County,Maryville,64486,-,2018,40.52420536,-94.61976261
Mosaic Life Care,Pulmonary Services at St. Francis Hospital and Health Services,–,MO,Missouri,Worth County,Maryville,64486,-,2018,40.52517084,-94.61553255
Mosaic Life Care,Vascular Surgery Services at St. Francis Hospital and Health Services,–,MO,Missouri,Worth County,Maryville,64486,-,2018,40.52908,-94.61365
Mosaic Life Care,Family Care at Stanberry Rural Health Clinic,–,MO,Missouri,Gentry County,Stanberry,64489,-,2018,40.23307,-94.56053
Mosaic Life Care,Mosaic Life Care at Stanberry - Hospice,–,MO,Missouri,Gentry County,Stanberry,64489,-,2018,40.23307,-94.55053
Mosaic Life Care,Mosaic Life Care - Counseling Care,260006,MO,Missouri,Buchanan County,St. Joseph,64506,-,2018,39.79085261,-94.79685536
Mosaic Life Care,Mosaic Life Care - Hospice,–,MO,Missouri,Buchanan County,St. Joseph,64506,-,2018,39.79190942,-94.79722516
Mosaic Life Care,Mosaic Life Care at St. Joseph - Adult Infectious Disease,–,MO,Missouri,Buchanan County,St. Joseph,64506,-,2018,39.79285745,-94.79782084
Mosaic Life Care,Mosaic Life Care at St. Joseph - Anesthesia,–,MO,Missouri,Buchanan County,St. Joseph,64506,-,2018,39.79364916,-94.79861255
Mosaic Life Care,Mosaic Life Care at St. Joseph - Diabetes Care,–,MO,Missouri,Buchanan County,St. Joseph,64506,-,2018,39.79424484,-94.79956058
Mosaic Life Care,"Mosaic Life Care at St. Joseph - Ear, Nose and Throat",–,MO,Missouri,Buchanan County,St. Joseph,64506,-,2018,39.79461464,-94.8006174
Mosaic Life Care,Mosaic Life Care at St. Joseph - Emergency Room,–,MO,Missouri,Buchanan County,St. Joseph,64506,-,2018,39.79474,-94.80173
Mosaic Life Care,Mosaic Life Care at St. Joseph - Endocrinology,–,MO,Missouri,Buchanan County,St. Joseph,64506,-,2018,39.79461464,-94.80284261
Mosaic Life Care,Mosaic Life Care at St. Joseph - Family Care N 36th Street,–,MO,Missouri,Buchanan County,St. Joseph,64506,-,2018,39.79424484,-94.80389942
Mosaic Life Care,Mosaic Life care at St. Joseph - Family Care North Pointe B and C,–,MO,Missouri,Buchanan County,St. Joseph,64506,-,2018,39.79364916,-94.80484745
Mosaic Life Care,Mosaic Life Care at St. Joseph - Hospitalists,–,MO,Missouri,Buchanan County,St. Joseph,64506,-,2018,39.79285745,-94.80563916
Mosaic Life Care,Mosaic Life Care at St. Joseph - Internal Medicine Beck Road,–,MO,Missouri,Buchanan County,St. Joseph,64506,-,2018,39.79190942,-94.80623484
Mosaic Life Care,Mosaic Life Care at St. Joseph - Internal Medicine Plaza 2,–,MO,Missouri,Buchanan County,St. Joseph,64506,-,2018,39.79085261,-94.80660464
Mosaic Life Care,"Mosaic Life Care at St. Joseph - Internal Medicine, Pediatrics and Family Care",–,MO,Missouri,Buchanan County,St. Joseph,64506,-,2018,39.78974,-94.80673
Mosaic Life Care,Mosaic Life Care at St. Joseph - Medical Center,–,MO,Missouri,Buchanan County,St. Joseph,64506,-,2018,39.7886274,-94.80660464
Mosaic Life Care,Mosaic Life Care at St. Joseph - Neurology,–,MO,Missouri,Buchanan County,St. Joseph,64506,-,2018,39.78757058,-94.80623484
Mosaic Life Care,Mosaic Life Care at St. Joseph - Outpatient Behavioral Health,–,MO,Missouri,Buchanan County,St. Joseph,64506,-,2018,39.78662255,-94.80563916
Mosaic Life Care,Mosaic Life Care at St. Joseph - Outpatient therapy and Chiropractic Care,–,MO,Missouri,Buchanan County,St. Joseph,64506,-,2018,39.78583084,-94.80484745
Mosaic Life Care,Mosaic Life Care at St. Joseph - Outpatient Therapy Frederick Avenue,–,MO,Missouri,Buchanan County,St. Joseph,64506,-,2018,39.78523516,-94.80389942
Mosaic Life Care,Mosaic Life Care at St. Joseph - Physical Medicine and Rehabilitation,–,MO,Missouri,Buchanan County,St. Joseph,64506,-,2018,39.78486536,-94.80284261
Mosaic Life Care,Mosaic Life Care at St. Joseph - Plastic Surgery and Dermatology,–,MO,Missouri,Buchanan County,St. Joseph,64506,-,2018,39.78474,-94.80173
Mosaic Life Care,Mosaic Life Care at St. Joseph - Pulmonary and Critical Care,–,MO,Missouri,Buchanan County,St. Joseph,64506,-,2018,39.78486536,-94.8006174
Mosaic Life Care,Mosaic Life Care at St. Joseph - Radiology and Outpatient Imaging,–,MO,Missouri,Buchanan County,St. Joseph,64506,-,2018,39.78523516,-94.79956058
Mosaic Life Care,Mosaic Life Care at St. Joseph - Sleep Disorders,–,MO,Missouri,Buchanan County,St. Joseph,64506,-,2018,39.78583084,-94.79861255
Mosaic Life Care,Mosaic Life Care at St. Joseph - Urgent Care,–,MO,Missouri,Buchanan County,St. Joseph,64506,-,2018,39.78662255,-94.79782084
Mosaic Life Care,Mosaic Life Care at St. Joseph - Women's Health Plaza 2,–,MO,Missouri,Buchanan County,St. Joseph,64506,-,2018,39.78757058,-94.79722516
Mosaic Life Care,Mosaic Life Care at St. Joseph - Wound Care,–,MO,Missouri,Buchanan County,St. Joseph,64506,-,2018,39.7886274,-94.79685536
Mosaic Life Care,Mosaic Life Care Home Health,–,MO,Missouri,Buchanan County,St. Joseph,64506,-,2018,39.78974,-94.79673
Mosaic Life Care,Mosaic Life Care at St .Joseph - Bariatric Care,–,MO,Missouri,Buchanan County,St. Joseph,64507,-,2018,39.73043621,-94.75527764
Mosaic Life Care,Mosaic Life Care at St. Joseph - Breast Care,–,MO,Missouri,Buchanan County,St. Joseph,64507,-,2018,39.73199848,-94.75624496
Mosaic Life Care,Mosaic Life Care at St. Joseph - Cardiothoracic Surgery,–,MO,Missouri,Buchanan County,St. Joseph,64507,-,2018,39.73310582,-94.75771131
Mosaic Life Care,Mosaic Life Care at St. Joseph - Cardiovascular Care,–,MO,Missouri,Buchanan County,St. Joseph,64507,-,2018,39.73360867,-94.75947866
Mosaic Life Care,Mosaic Life Care at St. Joseph - General Surgery,–,MO,Missouri,Buchanan County,St. Joseph,64507,-,2018,39.73343913,-94.76130832
Mosaic Life Care,Mosaic Life Care at St. Joseph - Internal Medicine Mitchell Woods,–,MO,Missouri,Buchanan County,St. Joseph,64507,-,2018,39.73262009,-94.76295317
Mosaic Life Care,Mosaic life Care at St. Joseph - Mammography,–,MO,Missouri,Buchanan County,St. Joseph,64507,-,2018,39.73126216,-94.76419109
Mosaic Life Care,Mosaic Life Care at St. Joseph - Medical Oncology,–,MO,Missouri,Buchanan County,St. Joseph,64507,-,2018,39.72954875,-94.76485487
Mosaic Life Care,Mosaic Life Care at St. Joseph - Neurosurgery,–,MO,Missouri,Buchanan County,St. Joseph,64507,-,2018,39.72771125,-94.76485487
Mosaic Life Care,Mosaic Life Care at St. Joseph - Pain Management,–,MO,Missouri,Buchanan County,St. Joseph,64507,-,2018,39.72599784,-94.76419109
Mosaic Life Care,Mosaic Life Care at St. Joseph - Pediatrics,–,MO,Missouri,Buchanan County,St. Joseph,64507,-,2018,39.72463991,-94.76295317
Mosaic Life Care,Mosaic Life Care at St. Joseph - Podiatry,–,MO,Missouri,Buchanan County,St. Joseph,64507,-,2018,39.72382087,-94.76130832
Mosaic Life Care,Mosaic Life Care at St. Joseph - Radiation Oncology,–,MO,Missouri,Buchanan County,St. Joseph,64507,-,2018,39.72365133,-94.75947866
Mosaic Life Care,Mosaic Life Care at St. Joseph - Radiology Plaza 1,–,MO,Missouri,Buchanan County,St. Joseph,64507,-,2018,39.72415418,-94.75771131
Mosaic Life Care,Mosaic Life Care at St. Joseph - Rheumatology Care,–,MO,Missouri,Buchanan County,St. Joseph,64507,-,2018,39.72526152,-94.75624496
Mosaic Life Care,Mosaic Life Care at St. Joseph - Vascular Surgery,–,MO,Missouri,Buchanan County,St. Joseph,64507,-,2018,39.72682379,-94.75527764
Mosaic Life Care,Mosaic Life Care at St. Joseph - Vein care,–,MO,Missouri,Buchanan County,St. Joseph,64507,-,2018,39.72863,-94.75494
Mosaic Life Care,Mosaic Life Care at Trenton - Family Care,–,MO,Missouri,Grundy County,Trenton,64683,-,2018,40.08173013,-93.60416
Mosaic Life Care,"Cancer Care Services at Atchison, KS",–,KS,Kansas,Atchison County,Atchison,66002,-,2018,39.54453013,-95.13639
Mosaic Life Care,Cardiology Services at Atchison Kansas Hospital,171382,KS,Kansas,Atchison County,Atchison,66002,-,2018,39.54453013,-95.14139
Mosaic Life Care,Neurology Services at Atchison Kansas Hospital,–,KS,Kansas,Atchison County,Atchison,66002,-,2018,39.5402,-95.14389
Mosaic Life Care,Neurosurgery Services at Atchison Kansas Hospital,–,KS,Kansas,Atchison County,Atchison,66002,-,2018,39.53586987,-95.14139
Mosaic Life Care,Podiatry Services at Atchison Kansas Hospital,–,KS,Kansas,Atchison County,Atchison,66002,-,2018,39.53586987,-95.13639
Mosaic Life Care,Pulmonary Services at Atchison Kansas Hospital,–,KS,Kansas,Atchison County,Atchison,66002,-,2018,39.5402,-95.13389
Mosaic Life Care,Mosaic Life Care at Troy - Family Care,–,KS,Kansas,Doniphan County,Troy,66087,-,2018,39.79818,-95.12412
Mosaic Life Care,Neurology Services at Hiawatha Community Hospital,171341,KS,Kansas,Brown County,Hiawatha,66434,-,2018,39.86798,-95.54648
Mosaic Life Care,Neurology Services at Sabetha Community Hospital,171338,KS,Kansas,Nemaha County,Sabetha,66534,-,2018,39.88472,-95.83667
Mosaic Life Care,Neurology Services at nemaha Valley Community Hospital,171315,KS,Kansas,Nemaha County,Seneca,66538,-,2018,39.85249,-96.04433
LifePoint,Capital Medical Center,500139,WA,Washington,Thurston County,Olympia,98502,-,2011-2016,47.09052,-123.01238
MultiCare,MultiCare Allenmore Hospital,–,WA,Washington,Pierce County,Tacoma,98405,Non-profit,2011-2016,47.25014013,-122.4745
MultiCare,MultiCare Auburn Medical Center,500015,WA,Washington,King County,Auburn,98001,Non-profit,2011-2016,47.30998,-122.26521
MultiCare,MultiCare Covington Medical Center,500154,WA,Washington,King County,Covington,98042,Non-profit,2011-2016,47.36624,-122.11716
MultiCare,MultiCare Deaconess Hospital,500044,WA,Washington,Spokane County,Spokane,99204,Non-profit,2011-2016,47.64564,-117.42712
MultiCare,MultiCare Gig Harbor Medical Park,–,WA,Washington,Pierce County,Gig Harbor,98335,Non-profit,2011-2016,47.29895,-122.61392
MultiCare,MultiCare Good Samaritan Hospital,500079,WA,Washington,Pierce County,Puyallup,98372,Non-profit,2011-2016,47.20602,-122.27191
MultiCare,MultiCare Tacoma General Hospital,500129,WA,Washington,Pierce County,Tacoma,98405,Non-profit,2011-2016,47.24147987,-122.4745
Northeast Georgia Health System,Northeast Georgia Medical Center,110029,GA,Georgia,Hall County,Gainesville,30501,Non-profit,2011-2016,34.31853,-83.81617
MultiCare,MultiCare Valley Hospital,500119,WA,Washington,Spokane County,Spokane,99216,Non-profit,2011-2016,47.68,-117.20946
Northwest Physicians Network (NPN),Northwest Physicians Network,–,WA,Washington,Pierce County,Tacoma,98402,-,2011-2016,47.24859,-122.43869
Northwest Physicians Network (NPN),Sound Family Medicine - Bonney Lake,–,WA,Washington,Pierce County,Bonney Lake,98391,-,2011-2016,47.17717,-122.17228
Northwest Physicians Network (NPN),Sound Family Medicine - Puyallup,–,WA,Washington,Pierce County,Puyallup,98373,-,2011-2016,47.1476,-122.32519
